사용월,호선명,역ID,지하철역,04:00:00~04:59:59,,05:00:00~05:59:59,,06:00:00~06:59:59,,07:00:00~07:59:59,,08:00:00~08:59:59,,09:00:00~09:59:59,,10:00:00~10:59:59,,11:00:00~11:59:59,,12:00:00~12:59:59,,13:00:00~13:59:59,,14:00:00~14:59:59,,15:00:00~15:59:59,,16:00:00~16:59:59,,17:00:00~17:59:59,,18:00:00~18:59:59,,19:00:00~19:59:59,,20:00:00~20:59:59,,21:00:00~21:59:59,,22:00:00~22:59:59,,23:00:00~23:59:59,,00:00:00~00:59:59,,01:00:00~01:59:59,,02:00:00~02:59:59,,03:00:00~03:59:59,
,,,,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차,승차,하차
23-Aug,5호선,2529,마포,9,2,"2,669","1,392","9,090","7,603","27,799","22,253","35,853","73,728","19,862","34,265","15,888","17,507","16,378","17,474","18,215","15,458","18,621","16,129","17,155","15,047","19,392","16,320","21,532","19,670","37,822","30,241","62,136","44,857","21,194","25,733","18,428","16,276","19,650","14,142","14,012","12,685","5,973","7,849",780,"1,910",0,0,0,0,0,0
23-Aug,5호선,2530,공덕,4,0,"1,942",965,"6,034","7,235","20,776","30,936","32,410","77,992","16,391","39,445","13,294","16,094","14,763","15,258","16,647","14,404","17,529","14,988","16,288","13,796","18,033","14,398","22,795","18,163","43,542","28,638","63,770","45,851","24,476","22,496","19,495","13,409","19,615","12,416","14,776","11,312","5,916","6,098",934,"1,642",0,0,0,0,0,0
23-Aug,5호선,2531,애오개,37,4,"2,332",552,"5,932","5,327","18,496","8,833","25,262","26,083","12,065","13,272","8,588","6,658","8,841","6,085","9,164","6,280","8,990","7,743","8,207","7,498","9,282","7,779","10,715","8,939","14,167","13,853","22,746","22,153","7,673","12,722","5,426","8,009","4,346","7,368","3,111","7,011","1,098","4,364",124,"1,970",2,334,0,0,0,0
23-Aug,5호선,2532,충정로(경기대입구),12,0,"1,045",241,"2,470","2,107","6,110","14,225","8,354","31,608","4,962","12,099","3,908","4,216","4,493","3,573","4,890","3,804","5,107","4,316","5,370","4,163","5,401","3,916","7,053","4,591","17,307","6,190","26,956","9,614","7,516","5,825","5,211","3,952","4,144","3,993","2,710","3,582","1,139","2,484",183,601,0,63,0,0,0,0
23-Aug,5호선,2533,서대문,6,0,"3,406","1,083","6,680","16,865","18,645","71,628","23,374","167,872","17,619","45,857","17,046","21,659","19,781","18,652","20,210","19,036","19,788","21,595","22,354","17,057","28,352","15,651","39,622","15,962","76,018","19,447","119,212","26,364","30,460","14,749","23,593","10,520","20,251","10,585","14,768","8,336","5,420","4,966",606,"1,569",2,24,0,0,0,0
23-Aug,5호선,2534,광화문(세종문화회관),1,0,"1,340","1,046","3,450","29,748","9,242","84,760","13,433","273,148","12,053","118,635","15,630","54,375","22,265","52,910","27,280","46,472","35,783","51,374","43,427","40,076","55,237","32,952","72,587","32,903","123,975","39,462","218,522","46,392","76,487","22,276","61,580","9,873","64,576","7,388","41,794","5,406","13,403","3,003","1,364",782,2,0,0,0,0,0
23-Aug,5호선,2535,종로3가,53,6,"1,425",442,"2,312","6,451","3,423","15,239","5,914","42,586","7,536","34,722","10,201","30,666","14,004","31,987","19,551","31,062","21,833","30,827","26,105","26,905","30,490","25,286","35,493","25,989","43,877","29,550","57,935","34,551","34,587","19,242","31,850","11,107","34,579","8,791","28,007","7,428","14,402","4,818","2,006","1,614",1,3,0,0,0,0
23-Aug,5호선,2536,을지로4가,7,0,596,575,937,"6,382","2,765","19,919","3,860","43,769","3,886","18,283","4,556","11,767","6,465","11,456","7,502","9,851","8,224","9,177","9,285","8,035","10,794","7,105","13,330","7,091","26,344","7,039","37,843","7,601","14,410","4,366","9,317","2,845","7,665","2,565","5,088","2,031","2,510","1,399",312,438,0,0,0,0,0,0
23-Aug,5호선,2537,동대문역사문화공원(DDP),1,0,193,242,636,"3,240","1,384","10,192","2,931","29,786","3,111","11,575","3,788","4,003","3,564","3,260","3,020","3,500","3,153","3,568","3,724","3,451","4,266","3,266","6,012","3,875","12,483","3,925","21,405","4,340","8,240","2,727","4,202","2,201","3,451","2,663","2,272","2,670","1,147","1,785",158,482,0,3,0,0,0,0
23-Aug,5호선,2538,청구,9,0,"1,576",236,"2,679","1,899","6,899","3,910","10,651","14,025","6,481","7,469","5,257","4,224","4,873","3,822","5,302","4,386","5,143","4,619","4,953","4,595","5,113","5,043","6,902","5,931","8,656","7,552","13,486","10,671","7,025","6,957","4,674","5,019","3,593","4,448","3,122","4,363","1,526","2,574",247,724,0,0,0,0,0,0
23-Aug,5호선,2539,신금호,40,0,"3,217",378,"7,344","3,031","20,541","7,846","27,404","12,843","15,007","7,888","9,414","5,719","8,596","6,006","8,910","7,193","8,727","7,669","7,841","8,451","7,916","10,164","10,688","12,503","10,066","16,637","10,613","26,854","7,385","16,688","4,977","10,733","3,740","9,931","2,955","9,030","1,042","5,377",180,"1,826",0,0,0,0,0,0
23-Aug,5호선,2540,행당,25,1,"4,493",738,"12,303","2,642","31,626","4,995","42,450","8,698","21,028","6,622","13,556","5,352","11,662","6,254","11,689","7,158","10,622","7,855","9,268","9,575","9,805","11,341","9,608","14,428","10,258","19,193","10,120","32,490","6,456","20,231","4,757","12,967","3,816","12,405","3,010","10,978","1,091","6,373",231,"1,818",0,0,0,0,0,0
23-Aug,5호선,2541,왕십리(성동구청),33,0,"2,312",389,"2,232","2,934","5,950","6,512","8,654","17,610","5,256","9,192","4,738","7,039","5,168","7,541","5,758","7,714","6,230","8,399","7,163","7,949","7,457","7,963","9,343","9,026","10,539","11,618","14,843","17,580","8,232","9,103","7,528","5,538","7,865","4,556","6,875","4,041","2,789","2,621",488,"1,779",0,240,0,0,0,0
23-Aug,5호선,2542,마장,1,0,"2,663",580,"6,450","4,089","15,189","6,805","20,036","14,897","11,709","8,580","8,600","6,865","7,889","6,385","9,156","7,266","8,125","6,625","7,984","6,187","8,621","6,940","10,218","8,422","11,115","11,355","11,860","17,942","7,047","11,189","5,127","7,600","4,831","6,596","3,223","6,240","1,281","3,758",164,"1,291",0,6,0,0,0,0
23-Aug,5호선,2543,답십리,11,0,"9,606","1,088","19,304","8,315","55,451","14,037","72,432","34,660","34,260","17,519","21,825","12,378","18,300","13,080","19,988","14,358","19,145","17,176","17,136","17,003","18,963","18,948","23,390","23,397","29,527","33,297","32,402","57,934","16,074","36,711","11,243","23,782","9,148","20,669","6,802","19,507","2,894","11,587",452,"3,684",3,17,0,0,0,0
23-Aug,5호선,2544,장한평,40,2,"8,101","1,485","19,541","14,079","55,027","24,104","73,475","65,738","38,081","29,678","23,039","20,705","20,427","18,696","22,094","18,730","21,840","19,527","20,465","18,268","22,944","21,164","30,726","26,227","40,551","38,908","61,418","66,710","25,975","44,817","15,644","26,994","11,959","24,697","9,543","23,024","4,215","14,027",707,"4,021",1,126,0,0,0,0
23-Aug,5호선,2545,군자(능동),85,0,"7,851",711,"11,561","5,189","33,899","9,459","46,805","24,850","21,709","16,738","13,761","11,487","12,809","11,680","14,280","13,368","14,240","14,452","13,231","15,097","13,555","17,084","15,825","21,413","20,471","31,730","26,197","54,197","15,389","34,568","12,702","21,065","12,705","18,553","10,750","17,997","5,700","11,186","1,006","5,278",0,958,0,0,0,0
23-Aug,5호선,2546,아차산(어린이대공원후문),8,0,"9,593","1,530","17,408","6,056","42,599","12,949","57,809","27,489","30,527","17,361","21,242","16,285","19,022","15,889","21,848","16,454","21,903","16,309","19,968","17,506","22,445","22,335","22,462","26,896","24,508","34,480","26,779","53,341","16,452","37,131","12,194","23,921","10,613","19,751","7,556","17,858","3,312","10,628",463,"3,190",0,0,0,0,0,0
23-Aug,5호선,2547,광나루(장신대),7,0,"5,522","2,331","16,191","8,140","39,288","15,974","44,802","31,691","27,197","18,145","19,878","14,425","18,290","13,432","19,680","14,876","19,189","16,152","18,209","15,903","19,816","17,702","22,787","21,293","25,288","28,056","30,525","41,510","15,972","29,820","12,894","18,439","13,838","16,993","9,239","16,377","3,085","9,648",476,"2,476",0,0,0,0,0,0
23-Aug,5호선,2548,천호(풍납토성),107,1,"7,583","2,058","12,609","14,365","28,728","19,676","36,119","40,850","22,653","37,128","21,782","29,445","24,649","29,600","28,111","30,025","29,390","32,661","30,231","30,686","36,179","33,444","42,626","35,138","49,821","42,865","53,664","56,426","37,978","39,351","34,596","22,718","26,940","19,298","19,384","16,800","9,075","10,310","1,755","3,123",0,4,0,0,0,0
23-Aug,5호선,2549,강동,89,2,"11,577","1,429","20,258","11,344","53,491","29,738","67,452","48,985","35,548","25,471","25,301","19,181","22,890","17,453","24,489","18,103","22,547","23,948","22,224","22,247","25,298","24,130","29,382","27,384","42,830","34,779","45,345","55,824","21,449","40,848","15,221","27,436","12,699","24,595","9,035","22,694","3,795","14,706",715,"5,541",1,1,0,0,0,0
23-Aug,5호선,2550,길동,15,0,"4,775",695,"9,236","4,546","21,935","8,986","26,481","17,978","15,340","14,041","13,744","9,815","12,838","10,597","13,626","10,996","13,468","10,871","11,422","12,762","12,759","14,111","14,158","16,519","15,433","19,352","17,322","28,400","9,212","20,485","6,799","12,690","6,297","10,551","4,895","9,488","2,024","5,195",456,"2,274",0,0,0,0,0,0
23-Aug,5호선,2551,굽은다리(강동구민회관앞),7,0,"7,684",678,"14,581","2,949","35,569","7,146","37,236","15,906","20,495","11,014","15,808","9,171","14,976","10,771","14,826","11,194","14,402","12,259","12,806","13,204","13,355","14,688","13,912","18,630","14,877","21,571","17,142","36,119","9,188","26,580","7,162","17,084","6,997","13,816","5,387","14,663","1,582","7,225",263,"2,737",0,0,0,0,0,0
23-Aug,5호선,2552,명일,5,0,"5,774","1,420","14,393","3,413","35,544","7,208","32,463","12,396","17,961","9,833","15,314","9,423","13,798","9,399","14,040","8,836","12,454","11,563","11,429","11,331","11,685","13,123","12,896","18,240","12,227","19,014","12,798","37,656","7,700","28,665","6,254","15,724","5,295","12,945","3,968","13,516","1,675","7,802",355,"2,729",0,0,0,0,0,0
23-Aug,5호선,2553,고덕,7,0,"4,379","1,819","11,841","6,640","29,743","15,398","25,766","18,153","15,965","14,383","15,120","13,436","15,398","11,700","16,647","11,397","14,163","16,199","15,273","12,911","17,615","14,734","21,184","17,497","22,656","17,933","16,598","31,536","10,296","26,724","7,896","12,910","8,200","12,338","8,177","11,944","2,108","6,167",379,"2,828",0,111,0,0,0,0
23-Aug,5호선,2554,상일동,62,0,"10,132","1,805","31,703","8,957","71,801","11,815","55,033","16,308","31,202","10,270","22,996","8,912","19,291","8,811","19,239","12,696","17,135","14,710","16,157","13,528","17,035","19,007","19,384","21,817","21,276","32,067","18,729","57,200","10,416","49,100","7,689","25,832","5,161","24,488","3,574","21,971","1,689","13,127",418,"6,066",3,"1,127",0,0,0,0
23-Aug,5호선,2555,둔촌동,6,0,"4,343",935,"9,750","12,766","24,272","10,797","26,441","19,378","15,955","12,087","12,297","10,426","11,655","9,623","12,104","10,213","12,008","12,222","11,895","10,699","13,009","13,569","18,966","16,158","20,610","19,699","19,949","30,754","10,521","21,480","8,131","10,803","6,795","11,124","5,533","8,906","2,237","5,332",264,"1,461",0,0,0,0,0,0
23-Aug,5호선,2556,올림픽공원(한국체대),2,0,"1,269",907,"5,938","3,948","11,559","5,778","11,845","9,993","7,967","7,216","7,077","5,968","6,379","5,595","6,815","7,253","7,003","8,165","6,606","8,737","7,651","9,063","9,403","8,612","9,959","11,678","11,314","12,157","7,047","9,440","7,904","5,174","6,375","4,601","10,096","3,908","1,273","2,783",102,704,0,0,0,0,0,0
23-Aug,5호선,2557,방이,3,0,"2,556",845,"7,318","4,424","18,221","8,352","17,293","25,073","11,216","13,322","9,503","9,125","8,687","7,322","10,377","10,735","10,569","9,344","9,232","10,257","10,414","11,507","12,133","13,118","15,149","19,835","20,736","21,999","10,402","17,336","8,220","9,560","10,850","7,966","12,207","6,518","2,267","4,755",257,"1,181",0,0,0,0,0,0
23-Aug,5호선,2558,오금,23,0,"1,306",458,"3,311","2,517","8,028","8,637","7,910","20,502","5,128","6,274","4,371","3,860","4,576","3,348","4,892","3,712","4,854","3,365","4,774","3,848","6,132","3,878","7,430","4,795","10,075","6,136","14,852","7,876","4,312","6,545","3,181","3,799","2,571","3,382","2,264","3,551",775,"2,342",68,774,0,0,1,0,0,0
23-Aug,5호선,2559,개롱,4,0,"3,752",929,"9,304","3,972","22,692","7,298","22,054","16,291","12,485","8,879","9,825","6,386","8,979","6,643","10,359","7,233","9,347","7,864","8,197","8,758","8,628","8,976","11,738","12,291","12,564","15,902","13,084","20,969","6,461","19,591","4,624","10,986","3,762","8,872","2,484","10,209",779,"5,488",114,"1,653",0,0,0,0,0,0
23-Aug,5호선,2560,거여,0,0,"6,403",743,"16,469","4,165","45,941","9,330","41,599","17,051","22,589","9,813","15,191","7,332","13,099","7,515","14,010","7,840","12,992","10,931","11,419","10,899","11,666","12,500","14,690","18,626","16,312","23,144","15,172","38,575","7,471","32,866","5,567","17,448","4,985","14,526","3,344","16,557","1,005","8,715",140,"3,032",0,0,0,0,0,0
23-Aug,5호선,2561,마천,63,0,"7,489",377,"14,960","2,679","41,660","4,777","31,774","11,127","16,424","6,831","10,485","6,035","9,317","5,873","10,085","5,993","8,537","7,798","7,584","7,018","7,307","10,958","8,331","13,543","8,472","16,016","9,973","26,296","4,404","23,477","3,624","11,978","2,560","11,807","1,496","11,263",725,"7,010",95,"2,515",0,0,0,0,0,0
23-Aug,5호선,2562,강일,4,0,"2,809","1,004","8,341","4,602","25,705","5,261","22,487","7,237","13,064","3,867","10,262","3,551","8,339","3,422","8,002","5,065","6,987","4,722","5,887","5,225","6,906","6,986","8,867","7,553","8,593","12,005","8,591","17,731","3,530","18,079","2,429","9,888","1,827","9,035","1,451","8,306",457,"5,284",102,"1,625",0,0,0,0,0,0
23-Aug,5호선,2563,미사,11,1,"7,909",713,"22,904","7,551","67,245","12,629","63,889","24,330","30,523","21,821","22,884","18,411","20,890","17,552","22,460","20,039","22,059","17,989","20,112","22,459","23,246","21,636","24,907","29,440","27,602","43,246","29,316","64,520","17,703","65,132","16,720","34,434","17,561","27,508","14,907","23,336","7,313","16,054","1,802","5,197",0,0,0,0,0,0
23-Aug,5호선,2564,하남풍산,6,0,"2,041",316,"5,516","2,255","10,892","6,727","10,864","15,149","6,717","10,088","6,301","6,022","5,828","5,301","6,013","4,864","6,021","5,994","6,251","5,593","6,873","5,583","8,853","7,403","11,155","7,512","13,394","11,612","5,759","10,184","4,138","5,387","4,342","4,909","2,329","4,982",688,"3,146",139,"1,219",0,0,0,0,0,0
23-Aug,5호선,2565,하남시청(덕풍·신장),34,0,"5,499",147,"11,690","4,293","27,319","6,841","24,190","13,501","15,400","8,325","12,485","8,432","11,571","7,911","12,217","7,820","11,410","10,313","10,129","9,255","10,750","12,749","13,938","14,303","13,621","15,359","13,998","23,221","7,888","21,970","6,176","11,886","5,130","12,095","3,134","10,862","1,219","6,601",283,"3,106",0,0,0,0,0,0
23-Aug,5호선,2566,하남검단산,12,0,"3,643",10,"9,346","3,304","23,577","5,734","18,821","11,797","11,909","9,072","9,685","8,634","8,639","8,528","9,088","10,226","9,098","9,647","8,939","8,705","10,569","11,421","12,343","10,061","12,672","13,592","12,045","16,684","7,974","16,992","7,334","10,175","6,017","9,191","4,412","7,926","1,103","5,472",128,"2,311",0,0,0,0,0,0
23-Aug,6호선,2611,응암,18,0,"12,175","1,271","27,586","6,144","71,203","9,596","87,038","17,395","46,262","13,035","28,355","13,800","24,812","14,548","25,446","16,508","23,475","17,081","20,337","19,381","19,360","25,178","21,535","32,008","21,697","46,266","21,848","75,314","13,758","58,642","10,382","37,929","8,800","31,355","6,572","28,733","2,754","19,358",408,"5,439",0,0,0,0,0,0
23-Aug,6호선,2612,역촌,0,0,"2,439",345,"6,154","2,648","16,126","3,244","17,657","8,781","9,194","4,780","6,562","3,777","6,093","4,867","6,591","5,234","6,195","5,215","5,564","5,247","5,372","6,228","5,430","8,605","5,627","11,507","5,576","18,611","3,506","14,870","2,345","7,840","1,987","7,989","1,380","6,978",695,"4,658",64,"1,365",0,0,0,0,0,0
23-Aug,6호선,2613,불광,34,0,"1,753",542,"4,375","1,999","11,680","3,583","13,992","7,691","7,961","7,312","6,598","6,006","7,384","6,380","7,741","6,577","8,216","7,590","8,554","7,085","10,134","7,999","10,942","8,606","10,563","10,567","10,519","15,525","6,208","11,452","5,169","6,457","4,147","5,854","2,373","5,578",967,"3,515",156,"1,247",0,0,0,0,0,0
23-Aug,6호선,2614,독바위,1,0,"2,629",182,"4,898","1,023","13,881","1,902","12,715","3,373","6,770","2,665","4,863","2,958","4,106","2,575","4,381","3,013","3,847","2,988","3,101","3,280","3,362","4,108","3,674","5,501","3,365","7,193","3,112","12,168","1,845","10,418","1,166","6,201",950,"5,153",637,"4,903",294,"3,267",64,"1,067",0,0,0,0,0,0
23-Aug,6호선,2615,연신내,0,0,0,0,1,0,6,0,12,0,9,0,4,0,2,0,0,0,1,0,0,0,2,0,13,0,3,0,1,0,3,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
23-Aug,6호선,2616,구산,14,0,"6,285",174,"11,749","2,167","30,515","5,541","36,529","7,696","20,036","6,120","13,194","5,322","11,929","6,619","12,507","7,133","10,216","7,893","8,736","7,863","10,654","9,960","11,583","13,205","10,195","15,131","9,526","22,221","6,028","20,632","4,572","10,593","4,020","9,415","3,922","8,504","1,270","5,133",200,"1,571",0,0,0,0,0,0
23-Aug,6호선,2617,새절(신사),5,0,"11,274",678,"21,258","4,345","53,315","7,743","61,630","12,725","31,413","9,622","19,867","8,742","17,537","10,084","17,707","11,758","16,259","12,750","13,639","13,150","13,526","18,222","16,959","20,853","15,595","29,817","14,788","48,720","9,846","38,729","6,529","23,333","5,125","20,749","3,621","18,353","1,632","12,384",305,"4,173",0,0,0,0,0,0
23-Aug,6호선,2618,증산(명지대앞),37,1,"8,209",606,"16,518","3,826","39,184","5,053","48,120","10,418","25,616","8,140","16,639","6,958","13,966","8,442","14,688","9,468","13,262","10,038","11,842","11,332","11,091","14,836","12,704","18,719","12,383","25,597","12,400","42,790","7,426","32,250","5,601","19,583","4,332","18,980","3,338","16,659","1,560","10,135",297,"3,166",0,0,0,0,0,0
23-Aug,6호선,2619,디지털미디어시티,136,9,"6,780","2,885","16,970","12,083","49,204","31,993","51,900","71,091","28,023","30,625","17,108","12,475","14,601","10,826","14,619","11,970","13,839","12,353","12,474","13,061","14,478","15,120","20,112","21,402","34,458","30,042","48,117","48,679","20,924","35,840","11,401","21,372","9,882","19,927","6,526","18,300","2,884","11,103",610,"4,439",0,9,0,0,0,0
23-Aug,6호선,2620,월드컵경기장(성산),1,0,826,"1,658","3,275","3,572","8,502","5,610","9,619","9,616","5,445","8,223","5,670","8,355","6,570","8,380","7,050","9,845","7,792","10,699","8,390","10,820","10,470","11,426","11,544","12,283","12,759","16,662","12,272","23,334","8,051","13,075","8,353","5,577","24,741","4,127","7,779","3,203","1,794","1,694",327,441,1,0,0,0,0,0
23-Aug,6호선,2621,마포구청,18,0,"6,557","2,089","14,029","7,827","40,144","14,705","55,329","34,125","32,530","18,463","20,772","13,263","18,996","12,364","19,010","15,611","19,130","15,898","17,086","14,896","18,149","18,008","21,073","20,676","26,463","27,915","36,123","43,302","17,853","30,512","12,565","20,735","12,113","17,284","8,992","18,023","4,008","11,127",606,"3,060",0,0,0,0,0,0
23-Aug,6호선,2622,망원,16,2,"5,452",894,"10,558","5,119","26,542","10,106","37,244","33,519","23,601","31,533","17,334","22,148","17,396","24,501","21,561","25,659","21,077","28,400","21,624","25,744","22,676","29,550","25,850","31,962","31,018","38,791","40,236","50,167","26,374","34,411","23,123","18,702","22,094","15,882","17,846","13,683","8,582","9,428","1,175","2,265",0,0,0,0,0,0
